HS Code,HS Code Label
0901390,Parts and accessories
0901410,Direction finding compasses
0901420,Instruments and appliances for aeronautical or space navigation (other than compasses)
0901480,"Other devices, appliances and instruments"
0901490,Parts and accessories
0901510,Rangefinders
0901520,Theodolites and tachymeters (tacheometers)
0901530,Levels
0901540,Photogrammetrical surveying instruments and applicances
0901580,Other instruments and appliances
0901590,Parts and accessories
0901600,"LANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS"
0901710,"Drafting tables and machines, whether or not automatic"
0901720,"Other drawing, marking-out or mathematical calculating instruments"
0901730,"Micrometers, callipers and gauges"
0901780,Other instruments
0901790,Parts and accessories
0901811,Electro-cardiographs
0901812,Ultrasonic scanning apparatus
0901813,Magnetic resonance imaging apparatus
0901814,Scintigraphic apparatus
0901819,Other
0901820,Ultra-violet or infra-red ray apparatus
0901831,"Syringes, with or without needles"
0901832,Tubular metal needles and needles for sutures
0901839,Other
0901841,"Dental drill engines, whether or not combined on a single base with other dental equipment"
0901849,Other
0901850,Other ophthalmic instruments and appliances
0901890,Other instruments and appliances
0901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus
0901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus"
0902000,"HER BREATHING APPLIANCES AND GAS MASKS, EXCLUDING PROTECTIVE MASKS HAVING NEITHER MECHANICAL PARTS NOR REPLACEABLE FILTERS"
0902110,Orthopaedic or fracture appliances
0902121,Artificial teeth
0902129,Other
0902131,Artificial joints
0902139,Other
0902140,"Hearing aids, excluding parts and accessories"
0902150,"Pacemakers for stimulating heart muscles, excluding parts and accessories"
0902190,Other
0902212,Computed tomography apparatus
0902213,"Other, for dental uses"
0902214,"Other, for medical, surgical or veterinary uses"
0902219,For other uses
0902221,"For medical, surgical, dental or veterinary uses"
0902229,For other uses
0902230,X-ray tubes
0902290,"Other, including parts and accessories"
0902300,"STRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES (FOR EXAMPLE, IN EDUCATION OR EXHIBITIONS), UNSUITABLE FOR OTHER USES"
0902410,Machines and appliances for testing metals
0902480,Other machines and appliances
0902490,Parts and accessories
0902511,"Liquid-filled, for direct reading"
0902519,Other
0902580,Other instruments
0902590,Parts and accessories
0902610,For measuring or checking the flow or level of liquids
0902620,For measuring or checking pressure
0902680,Other instruments or apparatus
0902690,Parts and accessories
0902710,Gas or smoke analysis apparatus
0902720,Chromatographs and electrophoresis instruments
0902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR)"
0902750,"Other instruments and apparatus using optical radiations (UV, visible, IR)"
0902780,Other instruments and apparatus
0902790,Microtomes; parts and accessories
0902810,Gas meters
0902820,Liquid meters
0902830,Electricity meters
0902890,Parts and accessories
0902910,"Revolution counters, production counters, taximeters, mileometers, pedometers and the like"
0902920,Speed indicators and tachometers; stroboscopes
0902990,Parts and accessories
0903010,Instruments and apparatus for measuring or detecting ionising radiations
0903020,Oscilloscopes and oscillographs
0903031,Multimeters without a recording device
0903032,Multimeters with a recording device
0903033,"Other, without a recording device"
0903039,"Other, with a recording device"
0903040,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
0903082,For measuring or checking semiconductor wafers or devices
0903084,"Other, with a recording device"
0903089,Other
0903090,Parts and accessories
0903110,Machines for balancing mechanical parts
0903120,Test benches
0903141,For inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices
0903149,Other
0903180,"Other instruments, appliances and machines"
0903190,Parts and accessories
0903210,Thermostats
0903220,Manostats
0903281,Hydraulic or pneumatic
0903289,Other
0903290,Parts and accessories
0903300,"RTS AND ACCESSORIES (NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER) FOR MACHINES, APPLIANCES, INSTRUMENTS OR APPARATUS OF CHAPTER 90"
0910111,With mechanical display only
0910119,Other
0910121,With automatic winding
0910129,Other
0910191,Electrically operated
0910199,Other
0910211,With mechanical display only
0910212,With opto-electronic display only
0910219,Other
0910221,With automatic winding
0910229,Other
0910291,Electrically operated
0910299,Other
0910310,Electrically operated
0910390,Other
0910400,"STRUMENT PANEL CLOCKS AND CLOCKS OF A SIMILAR TYPE FOR VEHICLES, AIRCRAFT, SPACECRAFT OR VESSELS"
0910511,Electrically operated
0910519,Other
0910521,Electrically operated
0910529,Other
0910591,Electrically operated
0910599,Other
0910610,"Time-registers, time-recorders"
0910690,Other
0910700,ME SWITCHES WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR
0910811,With mechanical display only or with a device to which a mechanical display can be incorporated
0910812,With opto-electronic display only
0910819,Other
0910820,With automatic winding
0910890,Other
0910910,Electrically operated
0910990,Other
0911011,"Complete movements, unassembled or partly assembled (movement sets)"
0911012,"Incomplete movements, assembled"
0911019,Rough movements
0911090,Other
0911110,Cases of precious metal or of metal clad with precious metal
0911120,"Cases of base metal, whether or not gold or silver-plated"
0911180,Other cases
0911190,Parts
0911220,Cases
0911290,Parts
0911310,Of precious metal or of metal clad with precious metal
0911320,"Of base metal, whether or not gold or silver-plated"
0911390,Other
0911410,"Springs, including hair-springs"
0911430,Dials
0911440,Plates and bridges
0911490,Other
0920110,Upright pianos
0920120,Grand pianos
0920190,Other
0920210,Played with a bow
0920290,Other
0920510,Brass-wind instruments
0920590,Other
0920600,"RCUSSION MUSICAL INSTRUMENTS (FOR EXAMPLE, DRUMS, XYLOPHONES, CYMBALS, CASTANETS, MARACAS)"
0920710,"Keyboard instruments, other than accordions"
0920790,Other
0920810,Musical boxes
0920890,Other
0920930,Musical instrument strings
0920991,Parts and accessories for pianos
0920992,Parts and accessories for the musical instruments of 9202
0920994,Parts and accessories for the musical instruments of 9207
0920999,Other
0930110,"Artillery weapons (for example, guns, howitzers and mortars)"
0930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors
0930190,Other
0930200,"VOLVERS AND PISTOLS, OTHER THAN THOSE OF 9303 OR 9304"
0930310,Muzzle-loading firearms
0930320,"Other sporting, hunting or target-shooting shotguns, including combination shotgun-rifles"
0930330,"Other sporting, hunting or target-shooting rifles"
0930390,Other
0930400,"HER ARMS (FOR EXAMPLE, SPRING, AIR OR GAS GUNS AND PISTOLS, TRUNCHEONS), EXCLUDING THOSE OF 9307"
0930510,Of revolvers or pistols
0930520,Of shotguns or rifles of heading 9303
0930591,Of military weapons of 9301
0930599,Other
0930621,Cartridges
0930629,Other
0930630,Other cartridges and parts thereof
0930690,Other
0930700,"ORDS, CUTLASSES, BAYONETS, LANCES AND SIMILAR ARMS AND PARTS THEREOF AND SCABBARDS AND SHEATHS THEREFOR"
0940110,Seats of a kind used for aircraft
0940120,Seats of a kind used for motor vehicles
0940130,Swivel seats with variable height adjustment
0940140,"Seats other than garden seats or camping equipment, convertible into beds"
0940151,Of bamboo or rattan
0940159,Other
0940161,Upholstered
0940169,Other
0940171,Upholstered
0940179,Other
0940180,Other seats
0940190,Parts
0940210,"Dentists', barbers' or similar chairs and parts thereof"
0940290,Other
0940310,Metal furniture of a kind used in offices
0940320,Other metal furniture
0940330,Wooden furniture of a kind used in offices
0940340,Wooden furniture of a kind used in the kitchen
0940350,Wooden furniture of a kind used in the bedroom
0940360,Other wooden furniture
0940370,Furniture of plastics
0940381,Of bamboo or rattan
0940389,Other
0940390,Parts
0940410,Mattress supports
0940421,"Of cellular rubber or plastics, whether or not covered"
0940429,Of other materials
0940430,Sleeping bags
0940490,Other
0940510,"Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares"
0940520,"Electric table, desk, bedside or floor-standing lamps"
0940530,Lighting sets of a kind used for Christmas trees
0940540,Other electric lamps and lighting fittings
0940550,Non-electrical lamps and lighting fittings
0940560,"Illuminated signs, illuminated name-plates and the like"
0940591,Of glass
0940592,Of plastics
0940599,Other
0940600,EFABRICATED BUILDINGS:
0950300,"ICYCLES, SCOOTERS, PEDAL CARS AND SIMILAR WHEELED TOYS; DOLLS' CARRIAGES; DOLLS; OTHER TOYS; REDUCED-SIZE (SCALE) MODELS AND SIMILAR RECREATIONAL MODELS, WORKING OR NOT; PUZZLES OF ALL KINDS"
0950420,Articles and accessories for billiards of all kinds
0950430,"Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than automatic bowling alley equipment"
0950440,Playing cards
0950450,"Video game consoles and machines, other than those of subheading 9504.30"
0950490,Other
0950510,Articles for Christmas festivities
0950590,Other
0950611,Skis
0950612,Ski-fastenings (ski-bindings)
0950619,Other
0950621,Sailboards
0950629,Other
0950631,"Clubs, complete:"
0950632,Balls
0950639,Other
0950640,Articles and equipment for table-tennis
0950651,"Lawn-tennis racquets, whether or not strung"
0950659,Other
0950661,Lawn-tennis balls
0950662,Inflatable balls
0950669,Other
0950670,"Ice skates and roller skates, including skating boots with skates attached"
0950691,"Articles and equipment for general physical exericse, gymnastics or athletics"
0950699,Other
0950710,Fishing rods
0950720,"Fish-hooks, whether or not snelled"
0950730,Fishing reels
0950790,Other
0950810,Travelling circuses and travelling menageries
0950890,Other
0960110,Worked ivory and articles of ivory
0960190,Other
0960200,"RKED VEGETABLE OR MINERAL CARVING MATERIAL AND ARTICLES OF THESE MATERIALS; MOULDED OR CARVED ARTICLES OF WAX, OF STEARIN, OF NATURAL GUMS OR NATURAL RESINS OR OF MODELLING PASTES, AND OTHER MOULDED OR CARVED ARTICLES, NOT ELSEWHERE SPECIFIED OR INCLUDED; WORKED, UNHARDENED GELATIN (EXCEPT GELATIN OF 3503) AND ARTICLES OF UNHARDENED GELATIN"
0960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or without handles"
0960321,"Tooth brushes, including dental-plate brushes"
0960329,Other
0960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics"
