HS Code,HS Code Label
0151521,Crude oil
0151529,Other
0151530,Castor oil and its fractions
0151550,Sesame oil and its fractions
0151590,Other
0151610,Animal fats and oils and their fractions
0151620,Vegetable fats and oils and their fractions
0151710,"Margarine, excluding liquid margarine:"
0151790,Other
0151800,"IMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF 1516; INEDIBLE MIXTURES PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED"
0152000,"YCEROL, CRUDE; GLYCEROL WATERS AND GLYCEROL LYES"
0152110,Vegetable waxes
0152190,Other
0152200,GRAS; RESIDUES RESULTING FROM THE TREATMENT OF FATTY SUBSTANCES OR ANIMAL OR VEGETABLE WAXES
0160100,"USAGES AND SIMILAR PRODUCTS, OF MEAT, MEAT OFFAL OR BLOOD; FOOD PREPARATION BASED ON THESE PRODUCTS"
0160210,Homogenised preparations
0160220,Of liver of any animal
0160231,Of turkeys
0160232,Of fowls of the species Gallus domesticus
0160239,Other
0160241,Hams and cuts thereof
0160242,Shoulders and cuts thereof
0160249,"Other, including mixtures"
0160250,Of bovine animals:
0160290,"Other, including preparations of blood of any animal:"
0160300,"TRACTS AND JUICES OF MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES"
0160411,Salmon
0160412,Herrings
0160413,"Sardines, sardinella and brisling or sprats"
0160414,"Tunas, skipjack and bonito (Sarda spp.)"
0160415,Mackerel
0160416,Anchovies
0160417,Eels
0160419,Other
0160420,Other prepared or preserved fish
0160431,Caviar
0160432,Caviar substitutes
0160510,Crab
0160521,Not in airtight container
0160529,Other
0160530,Lobster
0160540,Other crustaceans
0160551,Oysters
0160552,"Scallops, including queen scallops"
0160553,Mussels
0160554,Cuttle fish and squid
0160555,Octopus
0160556,"Clams, cockles and arkshells"
0160557,Abalone
0160558,"Snails, other than sea snails"
0160559,Other
0160561,Sea cucumbers
0160562,Sea urchins
0160563,Jellyfish
0160569,Other
0170112,Beet sugar
0170113,Cane sugar specified in Subheading Note 2 to this Chapter
0170114,Other cane sugar
0170191,Containing added flavouring or colouring matter
0170199,Other
0170211,"Containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
0170219,Other
0170220,Maple sugar and maple syrup
0170230,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose"
0170240,"Glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar"
0170250,Chemically pure fructose
0170260,"Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose, excluding invert sugar"
0170290,"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50% by weight of fructose"
0170310,Cane molasses
0170390,Other
0170410,"Chewing gum, whether or not sugar-coated"
0170490,Other
0180100,"COA BEANS, WHOLE OR BROKEN, RAW OR ROASTED"
0180200,"COA SHELLS, HUSKS, SKINS AND OTHER COCOA WASTE"
0180310,Not defatted
0180320,Wholly or partly defatted
0180400,"COA BUTTER, FAT AND OIL"
0180500,"COA POWDER, NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
0180610,"Cocoa powder, containing added sugar or other sweetening matter"
0180620,"Other preparations in blocks, slabs or bars weighing more than 2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg"
0180631,Filled
0180632,Not filled
0180690,Other:
0190110,"Preparations for infant use, put up for retail sale"
0190120,Mixes and doughs for the preparation of bakers' wares of 1905
0190190,Other:
0190211,Containing eggs
0190219,Other
0190220,"Stuffed pasta, whether or not cooked or otherwise prepared"
0190230,Other pasta
0190240,Couscous
0190300,"PIOCA AND SUBSTITUTES THEREFOR PREPARED FROM STARCH, IN THE FORM OF FLAKES, GRAINS, PEARLS, SIFTINGS OR IN SIMILAR FORMS"
0190410,Prepared foods obtained by the swelling or roasting of cereals or cereal products:
0190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
0190430,Bulgur wheat
0190490,Other
0190510,Crispbread
0190520,Gingerbread and the like
0190531,Sweet biscuits
0190532,Waffles and wafers
0190540,"Rusks, toasted bread and similar toasted products"
0190590,Other:
0200110,Cucumbers and gherkins
0200190,Other
0200210,"Tomatoes, whole or in pieces"
0200290,Other
0200310,Mushrooms of the genus Agaricus
0200390,Other
0200410,Potatoes
0200490,Other vegetables and mixtures of vegetables
0200510,Homogenised vegetables
0200520,Potatoes
0200540,Peas (Pisum sativum)
0200551,"Beans, shelled"
0200559,Other
0200560,Asparagus
0200570,Olives
0200580,Sweet corn (Zea mays var. saccharata)
0200591,Bamboo shoots
0200599,Other
0200600,"GETABLES, FRUIT, NUTS, FRUIT-PEEL AND OTHER PARTS OF PLANTS, PRESERVED BY SUGAR (DRAINED, GLACE OR CRYSTALLISED):"
0200710,Homogenised preparations
0200791,Citrus fruit
0200799,Other
0200811,Ground-nuts
0200819,"Other, including mixtures"
0200820,Pineapples
0200830,Citrus fruit
0200840,Pears
0200850,Apricots
0200860,Cherries
0200870,"Peaches, including nectarines"
0200880,Strawberries
0200891,Palm hearts
0200893,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vistis-idaea)"
0200897,Mixtures:
0200899,Other:
0200911,Frozen
0200912,"Not frozen, of a Brix value not exceeding 20"
0200919,Other
0200921,Of a Brix value not exceeding 20
0200929,Other
0200931,Of a Brix value not exceeding 20
0200939,Other
0200941,Of a Brix value not exceeding 20
0200949,Other
0200950,Tomato juice
0200961,Of a Brix value not exceeding 30
0200969,Other
0200971,Of a Brix value not exceeding 20
0200979,Other
0200981,"Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice"
0200989,Other
0200990,Mixtures of juices:
0210111,"Extracts, essences and concentrates"
0210112,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
0210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
0210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
0210210,Active yeasts
0210220,"Inactive yeasts; other single-cell micro-organisms, dead"
0210230,Prepared baking powders
0210310,Soya sauce
0210320,Tomato ketchup and other tomato sauces
0210330,Mustard flour and meal and prepared mustard
0210390,Other:
0210410,Soups and broths and preparations therefor
0210420,Homogenised composite food preparations
0210500,"E CREAM AND OTHER EDIBLE ICE, WHETHER OR NOT CONTAINING COCOA:"
0210610,Protein concentrates and textured protein substances
0210690,Other:
0220110,Mineral waters and aerated waters
0220190,Other
0220210,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured:"
0220290,Other
0220300,ER MADE FROM MALT:
0220410,Sparkling wine:
0220421,In containers not exceeding 2 L:
0220429,Other:
0220430,Other grape must
0220510,In containers not exceeding 2 L
0220590,Other
0220600,"HER FERMENTED BEVERAGES (FOR EXAMPLE, CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND MIXTURES OF FERMENTED BEVERAGES AND NON-ALCOHOLIC BEVERAGES NOT ELSEWHERE SPECIFIED OR INCLUDED"
0220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher
0220720,"Ethyl alcohol and other spirits, denatured, of any strength"
0220820,Spirits obtained by distilling grape wine or grape marc:
0220830,Whiskies
0220840,Rum and other spirits obtained by distilling fermented sugarcane products
0220850,Gin and Geneva
0220860,Vodka
0220870,Liqueurs and cordials
0220890,Other
0220900,NEGAR AND SUBSTITUTES FOR VINEGAR OBTAINED FROM ACETIC ACID
0230110,"Flours, meals and pellets, of meat or meat offal; greaves:"
0230120,"Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates"
0230210,Of maize (corn)
0230230,Of wheat
0230240,Of other cereals
0230250,Of leguminous plants
0230310,Residues of starch manufacture and similar residues
0230320,"Beet-pulp, bagasse and other waste of sugar manufacture"
0230330,Brewing or distilling dregs and waste
0230400,"L-CAKE AND OTHER SOLID RESIDUES, WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION OF SOYA-BEAN OIL"
0230500,"L-CAKE AND OTHER SOLID RESIDUES, WHETHER OR NOT GROUND OR IN THE FORM OF PELLETS, RESULTING FROM THE EXTRACTION OF GROUND-NUT OIL"
0230610,Of cotton seeds
0230620,Of linseed
0230630,Of sunflower seeds
0230641,Of low erucic acid rape or colza seeds
0230649,Other
0230650,Of coconut or copra
0230660,Of palm nuts or kernels
0230690,Other
0230700,NE LEES; ARGOL
0230800,"GETABLE MATERIALS AND VEGETABLE WASTE, VEGETABLE RESIDUES AND BY-PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS, OF A KIND USED IN ANIMAL FEEDING, NOT ELSEWHERE SPECIFIED OR INCLUDED"
0230910,"Dog or cat food, put up for retail sale:"
0230990,Other:
0240110,"Tobacco, not stemmed/stripped"
0240120,"Tobacco, partly or wholly stemmed"
0240130,Tobacco refuse
0240210,"Cigars, cheroots and cigarillos, containing tobacco"
0240220,Cigarettes containing tobacco
0240290,Other
0240311,Water pipe tobacco specified in Subheading Note 1 to this Chapter
0240319,Other:
0240391,'Homogenised' or 'reconstituted' tobacco
0240399,Other
0250100,"LT (INCLUDING TABLE SALT AND DENATURED SALT) AND PURE SODIUM CHLORIDE, WHETHER OR NOT IN AQUEOUS SOLUTION OR CONTAINING ADDED ANTI-CAKING OR FREE-FLOWING AGENTS; SEA WATER:"
0250200,ROASTED IRON PYRITES
0250300,"LPHUR OF ALL KINDS, OTHER THAN SUBLIMED SULPHUR, PRECIPITATED SULPHUR AND COLLOIDAL SULPHUR"
0250410,In powder or in flakes
0250490,Other
0250510,Silica sand and quartz sands
0250590,Other
0250610,Quartz
0250620,Quartzite
0250700,"OLIN AND OTHER KAOLINIC CLAYS, WHETHER OR NOT CALCINED"
0250810,Bentonite
0250830,Fire-clay
0250840,Other clays
0250850,"Andalusite, kyanite and sillimanite"
0250860,Mullite
0250870,Chamotte or dinas earths
0250900,ALK
0251010,Unground
0251020,Ground
0251110,Natural barium sulphate (barytes)
0251120,Natural barium carbonate (witherite)
0251200,"LICEOUS FOSSIL MEALS (FOR EXAMPLE, KIESELGUHR, TRIPOLITE AND DIATOMITE) AND SIMILAR SILICEOUS EARTHS, WHETHER OR NOT CALCINED, OF AN APPARENT SPECIFIC GRAVITY OF 1 OR LESS"
0251310,Pumice stone
0251320,"Emery, natural corundum, natural garnet and other natural abrasives"
0251400,"ATE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE"
0251511,Crude or roughly trimmed
0251512,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
0251520,Ecaussine and other calcareous monumental or building stone; alabaster
0251611,Crude or roughly trimmed
0251612,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
0251620,Sandstone
0251690,Other monumental or building stone
0251710,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
0251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in 2517.10"
0251730,Tarred macadam
0251741,Of marble
0251749,Other
0251810,"Dolomite, not calcined or sintered"
0251820,Calcined or sintered dolomite
0251830,Dolomite ramming mix
0251910,Natural magnesium carbonate (magnesite)
0251990,Other
0252010,Gypsum; anhydrite
0252020,Plasters
0252100,"MESTONE FLUX; LIMESTONE AND OTHER CALCAREOUS STONE, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT"
0252210,Quicklime
0252220,Slaked lime
0252230,Hydraulic lime
0252310,Cement clinkers
0252321,"White cement, whether or not artificially coloured"
0252329,Other
0252330,Aluminous cement
0252390,Other hydraulic cements
0252410,Crocidolite
0252490,Other
0252510,Crude mica and mica rifted into sheets or splittings
0252520,Mica powder
0252530,Mica waste
0252610,"Not crushed, not powdered"
0252620,Crushed or powdered
0252800,"TURAL BORATES AND CONCENTRATES THEREOF (WHETHER OR NOT CALCINED), BUT NOT INCLUDING BORATES SEPARATED FROM NATURAL BRINE; NATURAL BORIC ACID CONTAINING NOT MORE THAN 85% OF H3BO3 CALCULATED ON THE DRY WEIGHT"
0252910,Feldspar
0252921,Containing by weight 97% or less of calcium fluoride
0252922,Containing by weight more than 97% of calcium fluoride
0252930,Leucite; nepheline and nepheline syenite
0253010,"Vermiculite, perlite and chlorites, unexpanded"
0253020,"Kieserite, epsomite (natural magnesium sulphates)"
0253090,Other
0260111,Non-agglomerated:
0260112,Agglomerated
0260120,Roasted iron pyrites
0260200,"NGANESE ORES AND CONCENTRATES, INCLUDING FERRUGINOUS MANGANESE ORES AND CONCENTRATES WITH A MANGANESE CONTENT OF 20% OR MORE, CALCULATED ON THE DRY WEIGHT"
0260300,PPER ORES AND CONCENTRATES
0260400,CKEL ORES AND CONCENTRATES
0260500,BALT ORES AND CONCENTRATES
0260600,UMINIUM ORES AND CONCENTRATES
0260700,AD ORES AND CONCENTRATES
0260800,NC ORES AND CONCENTRATES
0260900,N ORES AND CONCENTRATES
0261000,ROMIUM ORES AND CONCENTRATES
0261100,NGSTEN ORES AND CONCENTRATES
0261210,Uranium ores and concentrates
0261220,Thorium ores and concentrates
0261310,Roasted
0261390,Other
0261400,TANIUM ORES AND CONCENTRATES:
0261510,Zirconium ores and concentrates:
0261590,Other
0261610,Silver ores and concentrates
0261690,Other
0261710,Antimony ores and concentrates
0261790,Other
0261800,ANULATED SLAG (SLAG SAND) FROM THE MANUFACTURE OF IRON OR STEEL
0261900,"AG, DROSS (OTHER THAN GRANULATED SLAG), SCALINGS AND OTHER WASTE FROM THE MANUFACTURE OF IRON OR STEEL"
0262011,Hard zinc spelter
0262019,Other
0262021,Leaded gasoline sludges and leaded anti-knock compound sludges
0262029,Other
0262030,Containing mainly copper
0262040,Containing mainly aluminium
0262060,"Containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds"
0262091,"Containing antimony, beryllium, cadmium, chromium or their mixtures"
0262099,Other
0262110,Ash and residues from the incineration of municipal waste
0262190,Other
0269999,*****THIS MUST BE REMOVED FROM BROMIDES BEFORE PRINTING******
0270111,Anthracite
0270112,Bituminous coal:
0270119,Other coal
0270120,"Briquettes, ovoids and similar solid fuels manufactured from coal"
0270210,"Lignite, whether or not pulverised, but not agglomerated"
0270220,Agglomerated lignite
0270300,"AT (INCLUDING PEAT LITTER), WHETHER OR NOT AGGLOMERATED"
0270400,"KE AND SEMI-COKE OF COAL, OF LIGNITE OR OF PEAT, WHETHER OR NOT AGGLOMERATED; RETORT CARBON:"
0270500,"AL GAS, WATER GAS, PRODUCER GAS AND SIMILAR GASES, OTHER THAN PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS"
0270600,"R DISTILLED FROM COAL, FROM LIGNITE OR FROM PEAT, AND OTHER MINERAL TARS, WHETHER OR NOT DEHYDRATED OR PARTIALLY DISTILLED, INCLUDING RECONSTITUTED TARS"
0270710,Benzol (benzene)
0270720,Toluol (toluene)
0270730,Xylol (xylenes)
0270740,Naphthalene
0270750,Other aromatic hydrocarbon mixtures of which 65% or more by volume (including losses) distils at 250 degrees C by the ASTM D 86 method
0270791,Creosote oils
0270799,Other
0270810,Pitch
0270820,Pitch coke
0270900,"TROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, CRUDE"
0271012,Light oils and preparations:
0271019,Other:
0271020,"Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, containing biodiesel, other than waste oils:"
0271091,"Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)"
0271099,Other
0271111,Natural gas
0271112,Propane
0271113,Butanes
0271114,"Ethylene, propylene, butylene and butadiene"
0271119,Other
0271121,Natural gas
0271129,Other
0271210,Petroleum jelly
0271220,Paraffin wax containing by weight less than 0.75% of oil
0271290,Other
